,0
Unnamed: 0,0
c5,0
c119,0
c78,0
c80,0
c86,887
c77,0
c79,0
c81,0
c85,1239
c87,1788
c89,1789
c91,2199
c93,6
c95,2
c97,2746
c99,3
c101,0
c103,4
c105,5
c107,11
c109,61
c131,97
c133,101
c135,2599
c137,2602
c146,46
c148,46
c150,46
c154,1373
c161,2112
c163,2614
c183,2272
c191,2411
remark,0
